ID;Accepted_species;Accepted_family;Genus_matched;Accepted_name_author;Accepted_name_url;life_form_Cardoso_et_al_2017;Bolivia;Brazil;Colombia;Ecuador;French_Guiana;Guyana;Herrero_Jauregui_et_al_2013;Peru;Piponiot_et_al_2019;Suriname;Venezuela;number_individuals_ATDN_plots;number_plots_ATDN_plots;estimated_ind_Amazon;log10_est_ind_Amazon;check_hyperdominant_spp;Forest_type_IV_max_hyperdominant;IV.indcls_hyperdominant;check ITTO_commercial_spp;check ITTO_LUS_spp;redlistCategory_IUCN_2022;yearPublished_IUCN_2022;Original_AOO_2050_IGS;Original_AOO_2050_BAU;2050_RCP_2.6;2050_RCP 8.5;2050_RCP 2.6_2050_IGS;2050_RCP 2.6_2050_BAU;2050_RCP 8.5_2050_IGS;2050_RCP_8.5_2050_BAU;Sub_region_AOO;check_CITES;appendix_CITES
333;Eugenia cowanii;Myrtaceae;Eugenia;McVaugh;http://www.tropicos.org/Name/22104362;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;1686610;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
334;Eugenia cupulata;Myrtaceae;Eugenia;Amshoff;http://www.tropicos.org/Name/22103276;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;571;101;76534844;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;VU;VU;EN;CR;EN;CR;SA;NA;NA
335;Eugenia flavescens;Myrtaceae;Eugenia;DC.;http://www.tropicos.org/Name/22100548;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;254;40;10122006;7;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;VU;VU;VU;EN;VU;EN;SA;NA;NA
336;Eugenia moschata;Myrtaceae;Eugenia;(Aubl.) Nied. ex T. Durand & B.D. Jacks.;http://www.tropicos.org/Name/100189669;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;144;86;43322634;8;NA;NA;0;NA;NA;NA;NA;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
337;Eugenia myrobalana;Myrtaceae;Eugenia;DC.;http://www.tropicos.org/Name/22100683;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;7;7;3577213;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;VU;NA;NA;VU;VU;WAN;NA;NA
338;Eugenia stictopetala;Myrtaceae;Eugenia;DC.;http://www.tropicos.org/Name/22105112;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;190;58;59742237;8;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;VU;EN;EN;CR;EN;CR;SA;NA;NA
339;Eugenia wullschlaegeliana;Myrtaceae;Eugenia;Amshoff;http://www.tropicos.org/Name/22103464;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;2;310630;5;NA;NA;0;NA;NA;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;CA;NA;NA
340;Euxylophora paraensis;Rutaceae;Euxylophora;Huber;http://www.tropicos.org/Name/28100113;tree;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;41;11;5660348;7;NA;NA;0;NA;1;Endangered;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
341;Exellodendron barbatum;Chrysobalanaceae;Exellodendron;(Ducke) Prance;http://www.tropicos.org/Name/7400418;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;200;29;66157187;8;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
342;Faramea occidentalis;Rubiaceae;Faramea;(L.) A. Rich.;http://www.tropicos.org/Name/27902704;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;29;19;15015506;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
343;Ficus boliviana;Moraceae;Ficus;C.C. Berg;http://www.tropicos.org/Name/50159255;tree;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;10;5;5264915;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
344;Ficus casapiensis;Moraceae;Ficus;(Miq.) Miq.;http://www.tropicos.org/Name/21300499;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;8;6;2102237;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;VU;VU;NA;NA;WAN;NA;NA
345;Ficus coerulescens;Moraceae;Ficus;(Rusby) Rossberg;http://www.tropicos.org/Name/21301652;tree;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;24;11;12573106;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
346;Ficus glabrata;Moraceae;Ficus;Kunth;http://www.tropicos.org/Name/21300502;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
347;Ficus insipida;Moraceae;Ficus;Willd.;http://www.tropicos.org/Name/21300606;tree;1;NA;NA;NA;NA;NA;1;1;NA;NA;NA;153;58;72752470;8;NA;NA;0;NA;1;Least Concern;2019;NA;VU;VU;EN;VU;EN;EN;EN;GS;NA;NA
348;Ficus killipii;Moraceae;Ficus;Standl.;http://www.tropicos.org/Name/21300203;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;44;22;13458673;7;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
349;Ficus mathewsii;Moraceae;Ficus;(Miq.) Miq.;http://www.tropicos.org/Name/21300503;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;25;14;7235576;7;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
350;Ficus maxima;Moraceae;Ficus;Mill.;http://www.tropicos.org/Name/21300608;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;573;185;212867355;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;EN;GS;NA;NA
351;Ficus nymphaeifolia;Moraceae;Ficus;Mill.;http://www.tropicos.org/Name/21300609;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;45;31;12335009;7;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;EN;EN;EN;GS;NA;NA
352;Ficus pertusa;Moraceae;Ficus;L. f.;http://www.tropicos.org/Name/21300611;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;64;29;23126039;7;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
353;Ficus piresiana;Moraceae;Ficus;V<e1>zq. <c1>vila & C.C. Berg;http://www.tropicos.org/Name/21301609;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;30;20;8608815;7;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
354;Ficus schultesii;Moraceae;Ficus;Dugand;http://www.tropicos.org/Name/21301512;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;15;15;5478235;7;NA;NA;0;NA;1;Lower Risk/least concern;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
355;Ficus schumacheri;Moraceae;Ficus;(Liebm.) Griseb.;http://www.tropicos.org/Name/21301610;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;0;NA;NA;NA;0;NA;NA;Lower Risk/least concern;1998;VU;EN;VU;VU;VU;EN;EN;CR;GS;NA;NA
356;Ficus trigona;Moraceae;Ficus;L. f.;http://www.tropicos.org/Name/21301541;tree;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;178;61;58246813;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;VU;SA;NA;NA
357;Fusaea longifolia;Annonaceae;Fusaea;(Aubl.) Saff.;http://www.tropicos.org/Name/1600733;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;527;232;136433462;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
358;Gallesia integrifolia;Petiveriaceae;Gallesia;(Spreng.) Harms;http://www.tropicos.org/Name/24800087;tree;1;1;NA;1;NA;NA;1;NA;1;NA;NA;216;47;128455600;8;NA;NA;0;NA;1;Least Concern;2019;VU;VU;VU;EN;EN;EN;CR;CR;WAS;NA;NA
359;Garcinia benthamiana;Clusiaceae;Garcinia;(Planch. & Triana) Pipoly;http://www.tropicos.org/Name/50336451;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;227;68;53910342;8;NA;NA;0;NA;NA;Least Concern;2021;VU;VU;CR;CR;CR;CR;CR;CR;GS;NA;NA
360;Garcinia gardneriana;Clusiaceae;Garcinia;(Planch. & Triana) Zappi;http://www.tropicos.org/Name/50153254;shrub/ tree;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;92;48;43839042;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;EN;EN;EN;CR;EN;CR;SA;NA;NA
361;Garcinia macrophylla;Clusiaceae;Garcinia;Mart.;http://www.tropicos.org/Name/7800805;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;866;286;390699569;9;1;4;0.11;NA;NA;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
362;Garcinia madruno;Clusiaceae;Garcinia;(Kunth) Hammel;http://www.tropicos.org/Name/7801144;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;507;243;234177150;8;NA;NA;0;NA;NA;Least Concern;2021;VU;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
363;Geissospermum argenteum;Apocynaceae;Geissospermum;Woodson;http://www.tropicos.org/Name/1800317;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;433;90;118976099;8;NA;NA;0;NA;NA;Least Concern;2021;VU;EN;EN;EN;EN;CR;EN;CR;GS;NA;NA
364;Geissospermum laeve;Apocynaceae;Geissospermum;(Vell.) Miers;http://www.tropicos.org/Name/1802715;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;567;73;91083022;8;NA;NA;0;NA;NA;NA;NA;VU;VU;EN;CR;CR;CR;CR;CR;GS;NA;NA
365;Geissospermum sericeum;Apocynaceae;Geissospermum;Benth. & Hook. f. ex Miers;http://www.tropicos.org/Name/1800319;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;5912;190;402870327;9;1;4;0.15;NA;NA;Least Concern;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
366;Genipa americana;Rubiaceae;Genipa;L.;http://www.tropicos.org/Name/27900116;shrub/ tree;NA;NA;NA;1;NA;NA;1;NA;1;1;1;247;91;107368908;8;NA;NA;0;NA;NA;Least Concern;2021;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
367;Glycydendron amazonicum;Euphorbiaceae;Glycydendron;Ducke;http://www.tropicos.org/Name/12801394;tree;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;597;267;215831713;8;NA;NA;0;NA;1;Least Concern;2020;VU;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
368;Gordonia fruticosa;Theaceae;Gordonia;(Schrad.) H. Keng;http://www.tropicos.org/Name/31600400;tree;NA;NA;NA;NA;NA;NA;1;1;NA;1;NA;32;20;12265910;7;NA;NA;0;NA;1;Least Concern;2017;NA;NA;EN;CR;EN;EN;CR;CR;WAN;NA;NA
369;Goupia glabra;Goupiaceae;Goupia;Aubl.;http://www.tropicos.org/Name/6600338;tree;1;1;1;NA;1;1;1;NA;1;1;NA;3194;601;831682711;9;1;4;0.21;1;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
370;Grias neuberthii;Lecythidaceae;Grias;J.F. Macbr.;http://www.tropicos.org/Name/17900052;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;486;48;89184986;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;EN;VU;VU;EN;EN;WAN;NA;NA
371;Guapira cuspidata;Nyctaginaceae;Guapira;(Heimerl) Lundell;http://www.tropicos.org/Name/22500657;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;11;4;4039505;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;EN;EN;EN;EN;EN;GS;NA;NA
372;Guapira eggersiana;Nyctaginaceae;Guapira;(Heimerl) Lundell;http://www.tropicos.org/Name/22500660;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;56;22;5316273;7;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;EN;CR;EN;EN;CR;CR;GS;NA;NA
373;Guarea cinnamomea;Meliaceae;Guarea;Harms;http://www.tropicos.org/Name/20400619;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;136;63;48480269;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
374;Guarea costata;Meliaceae;Guarea;A. Juss.;http://www.tropicos.org/Name/50142238;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;107146;5;NA;NA;0;NA;NA;NA;NA;NA;VU;CR;CR;CR;CR;CR;CR;GS;NA;NA
375;Guarea cristata;Meliaceae;Guarea;T.D. Penn.;http://www.tropicos.org/Name/20400623;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;30;16;12828480;7;NA;NA;0;NA;NA;Vulnerable;1998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
376;Guarea glabra;Meliaceae;Guarea;Vahl;http://www.tropicos.org/Name/20400100;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;45;26;13323478;7;NA;NA;0;NA;NA;Least Concern;2017;NA;VU;VU;EN;VU;EN;EN;EN;WAN;NA;NA
377;Guarea gomma;Meliaceae;Guarea;Pulle;http://www.tropicos.org/Name/20400103;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;511;138;145572839;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;CA;NA;NA
378;Guarea guidonia;Meliaceae;Guarea;(L.) Sleumer;http://www.tropicos.org/Name/20400341;tree;1;NA;1;1;NA;NA;1;NA;NA;1;1;1272;247;532085906;9;1;5;0.1;NA;1;Least Concern;2018;VU;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
379;Guarea kunthiana;Meliaceae;Guarea;A. Juss.;http://www.tropicos.org/Name/20400113;tree;NA;NA;1;1;NA;NA;1;1;NA;1;NA;1539;302;681362145;9;1;4;0.17;1;NA;Least Concern;2021;NA;VU;VU;VU;VU;EN;VU;EN;CA;NA;NA
380;Guarea macrophylla;Meliaceae;Guarea;Vahl;http://www.tropicos.org/Name/20400613;tree;1;NA;NA;1;NA;NA;1;1;1;NA;NA;1454;222;530877771;9;1;4;0.46;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;EN;WAN;NA;NA
381;Guarea pubescens;Meliaceae;Guarea;(Rich.) A. Juss.;http://www.tropicos.org/Name/20400142;tree/ shrub;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;326;125;113420626;8;NA;NA;0;NA;NA;Least Concern;2019;NA;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
382;Guarea purusana;Meliaceae;Guarea;C. DC.;http://www.tropicos.org/Name/20400147;tree;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;207;61;87716177;8;NA;NA;0;NA;NA;Least Concern;2021;VU;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
383;Guatteria conspicua;Annonaceae;Guatteria;R.E. Fr.;http://www.tropicos.org/Name/50049701;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;8;3;694821;6;NA;NA;0;NA;NA;Least Concern;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
384;Guatteria elata;Annonaceae;Guatteria;R.E. Fr.;http://www.tropicos.org/Name/1600216;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;68;32;25271749;7;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
385;Guatteria modesta;Annonaceae;Guatteria;Diels;http://www.tropicos.org/Name/1600281;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;222;85;60046418;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
386;Guatteria punctata;Annonaceae;Guatteria;(Aubl.) R.A. Howard;http://www.tropicos.org/Name/50052696;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;3363;465;660282653;9;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;VU;VU;VU;VU;VU;EN;GS;NA;NA
387;Guatteria schomburgkiana;Annonaceae;Guatteria;Mart.;http://www.tropicos.org/Name/1600331;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;465;127;150940749;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
388;Guazuma crinita;Malvaceae;Guazuma;Mart.;http://www.tropicos.org/Name/30400484;tree;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;117;20;43305967;8;NA;NA;0;1;NA;Least Concern;2019;NA;VU;VU;VU;VU;EN;VU;EN;WAN;NA;NA
389;Guazuma ulmifolia;Malvaceae;Guazuma;Lam.;http://www.tropicos.org/Name/30400486;tree;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;622;143;239645106;8;NA;NA;0;NA;NA;Least Concern;2019;VU;EN;EN;CR;EN;CR;CR;CR;SA;NA;NA
390;Gustavia augusta;Lecythidaceae;Gustavia;L.;http://www.tropicos.org/Name/17900120;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;3044;332;1057443632;9;1;1;0.16;NA;NA;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;EN;GS;NA;NA
391;Gustavia hexapetala;Lecythidaceae;Gustavia;(Aubl.) Sm.;http://www.tropicos.org/Name/17900124;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1730;308;500506496;9;1;4;0.07;NA;NA;Least Concern;2019;NA;VU;VU;VU;VU;VU;VU;VU;GS;NA;NA
392;Gustavia macarenensis;Lecythidaceae;Gustavia;Philipson;http://www.tropicos.org/Name/17900266;tree;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;8;5;3070497;6;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;EN;CR;EN;EN;CR;CR;WAN;NA;NA
393;Gyranthera amphibiolepis;Malvaceae;Gyranthera;W.Palacios;https://wcvp.science.kew.org/taxon/60468186-2;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
394;Handroanthus capitatus;Bignoniaceae;Handroanthus;(Bureau & K. Schum.) Mattos;http://www.tropicos.org/Name/50139340;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;55;37;20408272;7;NA;NA;0;NA;NA;Vulnerable;2021;VU;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
395;Handroanthus chrysanthus;Bignoniaceae;Handroanthus;(Jacq.) S.O. Grose;http://www.tropicos.org/Name/50313355;tree;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;34;15;16415601;7;NA;NA;0;NA;NA;Vulnerable;2021;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
396;Handroanthus impetiginosus;Bignoniaceae;Handroanthus;(Mart. ex DC.) Mattos;http://www.tropicos.org/Name/50139857;tree;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;221;85;98212201;8;NA;NA;0;NA;NA;Near Threatened;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
397;Handroanthus incanus;Bignoniaceae;Handroanthus;(A.H. Gentry) S.O. Grose;http://www.tropicos.org/Name/50314208;tree;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;84;41;53088600;8;NA;NA;0;NA;NA;Vulnerable;2021;NA;VU;VU;VU;VU;VU;VU;VU;WAN;NA;NA
398;Handroanthus serratifolius;Bignoniaceae;Handroanthus;(Vahl) S.O. Grose;http://www.tropicos.org/Name/50314219;tree;NA;1;NA;NA;NA;NA;NA;1;1;1;NA;836;256;373658415;9;NA;NA;0;NA;NA;Endangered;2021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
399;Hebepetalum humiriifolium;Linaceae;Hebepetalum;(Planch.) Benth.;http://www.tropicos.org/Name/18700134;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;538;187;111160250;8;NA;NA;0;NA;NA;NA;NA;NA;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
400;Heisteria nitida;Olacaceae;Heisteria;Engl.;http://www.tropicos.org/Name/22900042;shrub/ tree;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;187;60;74919656;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;VU;VU;VU;VU;VU;WAN;NA;NA
401;Heisteria ovata;Olacaceae;Heisteria;Benth.;http://www.tropicos.org/Name/22900044;shrub/ tree;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;200;83;94667522;8;NA;NA;0;NA;NA;Least Concern;2020;VU;VU;VU;VU;VU;EN;VU;EN;SA;NA;NA
402;Helicostylis pedunculata;Moraceae;Helicostylis;Benoist;http://www.tropicos.org/Name/21301910;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;458;109;56050181;8;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
403;Helicostylis tomentosa;Moraceae;Helicostylis;(Poepp. & Endl.) Rusby;http://www.tropicos.org/Name/21300535;tree;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;2391;622;1173241102;9;1;4;0.33;NA;NA;Lower Risk/least concern;2020;NA;VU;VU;VU;VU;VU;VU;VU;GS;NA;NA
404;Heliocarpus americanus;Malvaceae;Heliocarpus;L.;http://www.tropicos.org/Name/32200255;tree;NA;NA;NA;1;NA;NA;1;NA;1;NA;NA;89;26;41854803;8;NA;NA;0;NA;NA;Least Concern;2018;NA;VU;VU;VU;VU;VU;VU;VU;CA;NA;NA
405;Henriettea martiusii;Melastomataceae;Henriettea;(DC.) Naudin;http://www.tropicos.org/Name/20303930;shrub/ tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;VU;VU;EN;EN;EN;EN;EN;GS;NA;NA
406;Hevea brasiliensis;Euphorbiaceae;Hevea;(Willd. ex A. Juss.) M<fc>ll. Arg.;http://www.tropicos.org/Name/12801400;tree;NA;1;NA;1;NA;NA;1;1;1;NA;NA;3548;381;1483853483;9;1;5;0.09;1;NA;Least Concern;2020;VU;VU;NA;VU;VU;VU;VU;VU;SA;NA;NA
407;Hevea guianensis;Euphorbiaceae;Hevea;Aubl.;http://www.tropicos.org/Name/12801407;shrub/ tree;NA;NA;1;NA;NA;NA;NA;1;NA;1;NA;3648;442;920782402;9;1;2;0.1;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
408;Hevea nitida;Euphorbiaceae;Hevea;Mart. ex M<fc>ll. Arg.;http://www.tropicos.org/Name/12801413;tree;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;349;39;182844347;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;EN;EN;EN;EN;EN;EN;WAN;NA;NA
409;Hevea pauciflora;Euphorbiaceae;Hevea;(Spruce ex Benth.) M<fc>ll. Arg.;http://www.tropicos.org/Name/12802408;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;436;55;209418328;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;VU;VU;VU;VU;WAN;NA;NA
410;Hieronyma alchorneoides;Phyllanthaceae;Hieronyma;Allem<e3>o;http://www.tropicos.org/Name/12802330;tree;NA;NA;1;1;NA;NA;1;1;NA;1;1;658;161;208644700;8;NA;NA;0;1;NA;Least Concern;2019;VU;VU;VU;VU;VU;EN;VU;EN;GS;NA;NA
411;Hieronyma asperifolia;Phyllanthaceae;Hieronyma;Pax & K. Hoffm.;http://www.tropicos.org/Name/12801911;tree;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;0;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
412;Hieronyma oblonga;Phyllanthaceae;Hieronyma;(Tul.) M<fc>ll. Arg.;http://www.tropicos.org/Name/12802333;tree;NA;NA;1;1;NA;NA;NA;NA;NA;NA;NA;329;89;113720140;8;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;VU;VU;VU;VU;VU;VU;WAN;NA;NA
413;Himatanthus articulatus;Apocynaceae;Himatanthus;(Vahl) Woodson;http://www.tropicos.org/Name/1801492;tree;NA;NA;1;NA;NA;NA;1;NA;NA;1;NA;276;101;159406781;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
414;Hirtella bicornis;Chrysobalanaceae;Hirtella;Mart. & Zucc.;http://www.tropicos.org/Name/7400423;tree;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;544;181;151027807;8;NA;NA;0;NA;NA;Least Concern;2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
415;Hirtella glandulosa;Chrysobalanaceae;Hirtella;Spreng.;http://www.tropicos.org/Name/7400090;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;268;62;50548897;8;NA;NA;0;NA;NA;Least Concern;2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
416;Hirtella hispidula;Chrysobalanaceae;Hirtella;Miq.;http://www.tropicos.org/Name/7400441;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;75;44;36477042;8;NA;NA;0;NA;NA;Least Concern;2019;VU;VU;NA;NA;VU;VU;VU;VU;GS;NA;NA
417;Hirtella macrosepala;Chrysobalanaceae;Hirtella;Sandwith;http://www.tropicos.org/Name/7400445;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;2;496255;6;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
418;Hirtella margae;Chrysobalanaceae;Hirtella;Prance;http://www.tropicos.org/Name/50039473;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;4;2;199594;5;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
419;Hirtella obidensis;Chrysobalanaceae;Hirtella;Ducke;http://www.tropicos.org/Name/7400104;tree;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;105;37;19447540;7;NA;NA;0;NA;NA;NA;NA;VU;EN;EN;CR;CR;CR;CR;CR;CA;NA;NA
420;Hirtella racemosa;Chrysobalanaceae;Hirtella;Lam.;http://www.tropicos.org/Name/7400116;tree/ shrub;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1086;176;383841352;9;1;1;0.08;NA;NA;Least Concern;2019;VU;VU;NA;VU;VU;VU;VU;VU;GS;NA;NA
